time,temperature,volte
2541,35.87036133,3.5
2541.5,35.86730957,3.5
2542,35.86730957,3.5
2542.5,35.86120605,3.5
2543,35.86120605,3.5
2543.5,35.9375,3.5
2544,35.96191406,3.5
2544.5,35.96496582,3.5
2545,35.98632813,3.5
2545.5,36.06872559,3.5
2546,36.0748291,3.5
2546.5,36.07177734,3.5
2547,36.07177734,3.5
2547.5,36.07177734,3.5
2548,36.06872559,3.5
2548.5,36.05957031,3.5
2549,36.06262207,3.5
2549.5,36.06872559,3.5
2550,36.06872559,3.5
2550.5,36.0748291,3.5
2551,36.06262207,3.5
2551.5,36.06872559,3.5
2552,36.0748291,3.5
2552.5,36.0748291,3.5
2553,36.0748291,3.5
2553.5,36.07177734,3.5
2554,36.07177734,3.5
2554.5,36.06872559,3.5
2555,36.06262207,3.5
2555.5,36.06262207,3.5
2556,36.06872559,3.5
2556.5,36.07177734,3.5
2557,36.06872559,3.5
2557.5,36.07177734,3.5
2558,36.0748291,3.5
2558.5,36.0748291,3.5
2559,36.0748291,3.5
2559.5,36.0748291,3.5
2560,36.0748291,3.5
2560.5,36.07177734,3.5
2561,36.07177734,3.5
2561.5,36.06262207,3.5
2562,36.06262207,3.5
2562.5,36.06262207,3.5
2563,36.06262207,3.5
2563.5,36.10534668,3.5
2564,36.16027832,3.5
2564.5,36.16027832,3.5
2565,36.16027832,3.5
2565.5,36.16333008,3.5
2566,36.16333008,3.5
2566.5,36.16638184,3.5
2567,36.16943359,3.5
2567.5,36.16333008,3.5
2568,36.16638184,3.5
2568.5,36.16333008,3.5
2569,36.16027832,3.5
2569.5,36.16027832,3.5
2570,36.16027832,3.5
2570.5,36.16027832,3.5
2571,36.16333008,3.5
2571.5,36.16027832,3.5
2572,36.16027832,3.5
2572.5,36.16333008,3.5
2573,36.16027832,3.5
2573.5,36.08093262,3.5
2574,36.06872559,3.5
2574.5,36.06872559,3.5
2575,36.07177734,3.5
2575.5,36.0748291,3.5
2576,36.06262207,3.5
2576.5,36.06262207,3.5
2577,36.06262207,3.5
2577.5,36.06262207,3.5
2578,36.05957031,3.5
2578.5,36.06262207,3.5
2579,36.09313965,3.5
2579.5,36.09313965,3.5
2580,36.26098633,3.5
2580.5,36.26098633,3.5
2581,36.26098633,3.5
2581.5,36.26098633,3.5
2582,36.18774414,3.5
2582.5,36.16638184,3.5
2583,36.16943359,3.5
2583.5,36.16943359,3.5
2584,36.17248535,3.5
2584.5,36.16943359,3.5
2585,36.16943359,3.5
2585.5,36.16333008,3.5
2586,36.16027832,3.5
2586.5,36.16027832,3.5
2587,36.16027832,3.5
2587.5,36.16333008,3.5
2588,36.16333008,3.5
2588.5,36.16943359,3.5
2589,36.16638184,3.5
2589.5,36.16943359,3.5
2590,36.16638184,3.5
2590.5,36.16943359,3.5
2591,36.16943359,3.5
2591.5,36.16638184,3.5
2592,36.16638184,3.5
2592.5,36.16333008,3.5
2593,36.16638184,3.5
2593.5,36.11450195,3.5
2594,36.07788086,3.5
2594.5,36.0748291,3.5
2595,36.0748291,3.5
2595.5,36.0748291,3.5
2596,36.16638184,3.5
2596.5,36.16027832,3.5
2597,36.16333008,3.5
2597.5,36.16638184,3.5
2598,36.16943359,3.5
2598.5,36.17248535,3.5
2599,36.16943359,3.5
2599.5,36.25488281,3.5
2600,36.26403809,3.5
2600.5,36.27319336,3.5
2601,36.27319336,3.5
2601.5,36.26708984,3.5
2602,36.26098633,3.5
2602.5,36.26098633,3.5
2603,36.26098633,3.5
2603.5,36.34643555,3.5
2604,36.36474609,3.5
2604.5,36.36779785,3.5
2605,36.37084961,3.5
2605.5,36.34033203,3.5
2606,36.26403809,3.5
2606.5,36.26708984,3.5
2607,36.26403809,3.5
2607.5,36.26098633,3.5
2608,36.26098633,3.5
2608.5,36.26098633,3.5
2609,36.24267578,3.5
2609.5,36.17248535,3.5
2610,36.16943359,3.5
2610.5,36.17248535,3.5
2611,36.16638184,3.5
2611.5,36.23962402,3.5
2612,36.26098633,3.5
2612.5,36.27319336,3.5
2613,36.27319336,3.5
2613.5,36.28540039,3.5
2614,36.36474609,3.5
2614.5,36.37084961,3.5
2615,36.36779785,3.5
2615.5,36.36474609,3.5
2616,36.45935059,3.5
2616.5,36.45935059,3.5
2617,36.46850586,3.5
2617.5,36.45935059,3.5
2618,36.46240234,3.5
2618.5,36.46850586,3.5
2619,36.47155762,3.5
2619.5,36.4654541,3.5
2620,36.46850586,3.5
2620.5,36.47155762,3.5
2621,36.47155762,3.5
2621.5,36.46850586,3.5
2622,36.38305664,3.5
2622.5,36.36779785,3.5
2623,36.36474609,3.5
2623.5,36.41662598,3.5
2624,36.4654541,3.5
2624.5,36.4654541,3.5
2625,36.46240234,3.5
2625.5,36.45935059,3.5
2626,36.46240234,3.5
2626.5,36.46240234,3.5
2627,36.45935059,3.5
2627.5,36.46240234,3.5
2628,36.45935059,3.5
2628.5,36.45935059,3.5
2629,36.45935059,3.5
2629.5,36.55395508,3.5
2630,36.57226563,3.5
2630.5,36.57226563,3.5
2631,36.57531738,3.5
2631.5,36.52648926,3.5
2632,36.47766113,3.5
2632.5,36.47155762,3.5
2633,36.47155762,3.5
2633.5,36.46850586,3.5
2634,36.4654541,3.5
2634.5,36.46240234,3.5
2635,36.46240234,3.5
2635.5,36.45935059,3.5
2636,36.46240234,3.5
2636.5,36.45935059,3.5
2637,36.46240234,3.5
2637.5,36.38305664,3.5
2638,36.35864258,3.5
2638.5,36.36474609,3.5
2639,36.35864258,3.5
2639.5,36.46240234,3.5
2640,36.46850586,3.5
2640.5,36.47155762,3.5
2641,36.47155762,3.5
2641.5,36.46850586,3.5
2642,36.45935059,3.5
2642.5,36.46240234,3.5
2643,36.46240234,3.5
2643.5,36.46240234,3.5
2644,36.4654541,3.5
2644.5,36.46850586,3.5
2645,36.46850586,3.5
2645.5,36.46850586,3.5
2646,36.47155762,3.5
2646.5,36.47155762,3.5
2647,36.47155762,3.5
2647.5,36.46850586,3.5
2648,36.4654541,3.5
2648.5,36.46240234,3.5
2649,36.45935059,3.5
2649.5,36.46240234,3.5
2650,36.46240234,3.5
2650.5,36.4654541,3.5
2651,36.45935059,3.5
2651.5,36.46240234,3.5
2652,36.46240234,3.5
2652.5,36.46240234,3.5
2653,36.4654541,3.5
2653.5,36.46850586,3.5
2654,36.47155762,3.5
2654.5,36.47155762,3.5
2655,36.47155762,3.5
2655.5,36.46240234,3.5
2656,36.46850586,3.5
2656.5,36.46240234,3.5
2657,36.45935059,3.5
2657.5,36.45935059,3.5
2658,36.45935059,3.5
2658.5,36.46240234,3.5
2659,36.46240234,3.5
2659.5,36.46240234,3.5
2660,36.56921387,3.5
2660.5,36.56311035,3.5
2661,36.56921387,3.5
2661.5,36.57226563,3.5
2662,36.57531738,3.5
2662.5,36.57531738,3.5
2663,36.57531738,3.5
2663.5,36.47155762,3.5
2664,36.46240234,3.5
2664.5,36.46240234,3.5
2665,36.46240234,3.5
2665.5,36.51428223,3.5
2666,36.57226563,3.5
2666.5,36.57531738,3.5
2667,36.57226563,3.5
2667.5,36.48681641,3.5
2668,36.4654541,3.5
2668.5,36.46850586,3.5
2669,36.4654541,3.5
2669.5,36.49902344,3.5
2670,36.56005859,3.5
2670.5,36.56311035,3.5
2671,36.56311035,3.5
2671.5,36.48986816,3.5
2672,36.47155762,3.5
2672.5,36.47155762,3.5
2673,36.46240234,3.5
